date,store_id,SKU,sku_name,category,units_sold,price_per_unit_usd,revenue_usd,promotion_flag,unit_of_measure,Date,price_per_unit_usd_fluctuated,price_per_unit_usd_updated
06-04-2025,Giant_Store_001,1000,Apple_Gala,Fruit,110,2.41,265.1,0,lb,2025-06-04,2.38,1.52
06-05-2025,Giant_Store_001,1000,Apple_Gala,Fruit,93,2.41,224.13,0,lb,2025-06-05,2.38,2.2
06-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,95,2.41,228.95,0,lb,2025-06-06,2.38,2.2
06-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,110,2.41,265.1,0,lb,2025-06-07,2.03,2.2
06-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,95,2.41,228.95,0,lb,2025-06-08,2.03,2.53
06-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,120,2.41,289.2,0,lb,2025-06-09,2.03,2.53
06-10-2025,Giant_Store_001,1000,Apple_Gala,Fruit,84,2.41,202.44,0,lb,2025-06-10,2.22,2.53
13-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,106,2.41,255.46,0,lb,2025-06-13,2.22,1.65
14-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,139,2.41,334.99,0,lb,2025-06-14,2.22,1.65
15-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,100,2.41,241.0,0,lb,2025-06-15,1.83,1.65
16-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,108,2.12,229.05,1,lb,2025-06-16,1.83,1.62
17-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,64,2.41,154.24,0,lb,2025-06-17,1.83,1.62
18-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,114,2.41,274.74,0,lb,2025-06-18,2.16,1.62
19-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,81,2.41,195.21,0,lb,2025-06-19,2.16,1.62
20-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,82,2.41,197.62,0,lb,2025-06-20,2.16,2.61
21-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,133,2.41,320.53,0,lb,2025-06-21,1.88,2.61
22-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,177,2.41,426.57,0,lb,2025-06-22,1.88,2.61
23-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,108,2.41,260.28,0,lb,2025-06-23,1.88,2.16
24-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,90,2.41,216.9,0,lb,2025-06-24,1.82,2.16
25-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,103,2.41,248.23,0,lb,2025-06-25,1.82,2.16
26-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,105,2.41,253.05,0,lb,2025-06-26,1.82,2.16
27-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,99,2.41,238.59,0,lb,2025-06-27,2.32,2.04
28-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,133,2.41,320.53,0,lb,2025-06-28,2.32,2.04
29-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,151,2.41,363.91,0,lb,2025-06-29,2.32,2.04
30-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,113,2.41,272.33,0,lb,2025-06-30,2.32,1.68
07-01-2025,Giant_Store_001,1000,Apple_Gala,Fruit,87,2.41,209.67,0,lb,2025-07-01,2.17,1.68
07-02-2025,Giant_Store_001,1000,Apple_Gala,Fruit,65,2.41,156.65,0,lb,2025-07-02,2.17,1.68
07-03-2025,Giant_Store_001,1000,Apple_Gala,Fruit,132,2.12,279.95,1,lb,2025-07-03,2.17,1.68
07-04-2025,Giant_Store_001,1000,Apple_Gala,Fruit,121,2.41,291.61,0,lb,2025-07-04,2.17,2.63
07-05-2025,Giant_Store_001,1000,Apple_Gala,Fruit,107,2.41,257.87,0,lb,2025-07-05,1.88,2.63
07-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,87,2.41,209.67,0,lb,2025-07-06,1.88,2.63
07-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,63,2.41,151.83,0,lb,2025-07-07,1.88,1.94
07-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,81,2.41,195.21,0,lb,2025-07-08,1.88,1.94
07-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,130,2.41,313.3,0,lb,2025-07-09,2.39,1.94
07-10-2025,Giant_Store_001,1000,Apple_Gala,Fruit,94,2.41,226.54,0,lb,2025-07-10,2.39,1.94
13-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,97,2.41,233.77,0,lb,2025-07-13,2.39,2.03
14-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,115,2.41,277.15,0,lb,2025-07-14,2.39,2.03
15-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,93,2.41,224.13,0,lb,2025-07-15,2.08,2.03
16-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,80,2.41,192.8,0,lb,2025-07-16,2.08,2.03
17-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,107,2.41,257.87,0,lb,2025-07-17,2.08,1.55
18-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,121,2.41,291.61,0,lb,2025-07-18,2.35,1.55
19-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,176,2.12,373.26,1,lb,2025-07-19,2.35,1.55
20-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,141,2.41,339.81,0,lb,2025-07-20,2.35,1.73
21-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,110,2.41,265.1,0,lb,2025-07-21,1.94,1.73
22-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,138,2.41,332.58,0,lb,2025-07-22,1.94,1.73
23-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,87,2.41,209.67,0,lb,2025-07-23,1.94,1.73
24-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,116,2.41,279.56,0,lb,2025-07-24,2.42,1.54
25-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,123,2.41,296.43,0,lb,2025-07-25,2.42,1.54
26-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,148,2.41,356.68,0,lb,2025-07-26,2.42,1.54
27-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,126,2.41,303.66,0,lb,2025-07-27,1.87,1.54
28-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,113,2.41,272.33,0,lb,2025-07-28,1.87,2.03
29-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,143,2.41,344.63,0,lb,2025-07-29,1.87,2.03
30-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,68,2.41,163.88,0,lb,2025-07-30,1.83,2.03
31-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,93,2.41,224.13,0,lb,2025-07-31,1.83,2.48
08-01-2025,Giant_Store_001,1000,Apple_Gala,Fruit,88,2.41,212.08,0,lb,2025-08-01,1.83,2.48
08-02-2025,Giant_Store_001,1000,Apple_Gala,Fruit,106,2.41,255.46,0,lb,2025-08-02,1.83,2.48
08-03-2025,Giant_Store_001,1000,Apple_Gala,Fruit,112,2.41,269.92,0,lb,2025-08-03,2.06,2.47
08-04-2025,Giant_Store_001,1000,Apple_Gala,Fruit,78,2.41,187.98,0,lb,2025-08-04,2.06,2.47
08-05-2025,Giant_Store_001,1000,Apple_Gala,Fruit,89,2.41,214.49,0,lb,2025-08-05,2.06,2.47
08-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,152,2.41,366.32,0,lb,2025-08-06,2.06,2.47
08-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,97,2.41,233.77,0,lb,2025-08-07,1.8,1.86
08-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,114,2.41,274.74,0,lb,2025-08-08,1.8,1.86
08-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,66,2.41,159.06,0,lb,2025-08-09,1.8,1.86
08-10-2025,Giant_Store_001,1000,Apple_Gala,Fruit,120,2.41,289.2,0,lb,2025-08-10,1.8,1.86
13-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,72,2.41,173.52,0,lb,2025-08-13,1.86,2.52
14-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,115,2.41,277.15,0,lb,2025-08-14,1.86,2.52
15-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,110,2.41,265.1,0,lb,2025-08-15,1.86,2.52
16-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,177,2.41,426.57,0,lb,2025-08-16,2.39,2.52
17-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,93,2.41,224.13,0,lb,2025-08-17,2.39,1.83
18-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,90,2.41,216.9,0,lb,2025-08-18,2.39,1.83
19-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,105,2.41,253.05,0,lb,2025-08-19,2.39,1.83
20-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,69,2.41,166.29,0,lb,2025-08-20,2.18,1.83
21-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,90,2.41,216.9,0,lb,2025-08-21,2.18,2.05
22-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,136,2.41,327.76,0,lb,2025-08-22,2.18,2.05
23-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,130,2.41,313.3,0,lb,2025-08-23,2.18,2.05
24-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,150,2.41,361.5,0,lb,2025-08-24,2.14,2.24
25-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,123,2.41,296.43,0,lb,2025-08-25,2.14,2.24
26-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,117,2.41,281.97,0,lb,2025-08-26,2.14,2.24
27-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,87,2.41,209.67,0,lb,2025-08-27,2.14,2.24
28-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,106,2.41,255.46,0,lb,2025-08-28,2.2,1.89
29-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,86,2.41,207.26,0,lb,2025-08-29,2.2,1.89
30-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,132,2.41,318.12,0,lb,2025-08-30,2.2,1.89
31-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,189,2.41,455.49,0,lb,2025-08-31,2.14,1.89
09-01-2025,Giant_Store_001,1000,Apple_Gala,Fruit,96,2.41,231.36,0,lb,2025-09-01,2.14,1.91
09-02-2025,Giant_Store_001,1000,Apple_Gala,Fruit,117,2.41,281.97,0,lb,2025-09-02,2.14,1.91
09-03-2025,Giant_Store_001,1000,Apple_Gala,Fruit,152,2.41,366.32,0,lb,2025-09-03,2.14,1.91
09-04-2025,Giant_Store_001,1000,Apple_Gala,Fruit,71,2.41,171.11,0,lb,2025-09-04,2.03,1.55
09-05-2025,Giant_Store_001,1000,Apple_Gala,Fruit,116,2.41,279.56,0,lb,2025-09-05,2.03,1.55
09-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,71,2.41,171.11,0,lb,2025-09-06,2.03,1.55
09-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,134,2.41,322.94,0,lb,2025-09-07,2.03,1.55
09-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,147,2.41,354.27,0,lb,2025-09-08,1.99,2.3
09-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,86,2.41,207.26,0,lb,2025-09-09,1.99,2.3
09-10-2025,Giant_Store_001,1000,Apple_Gala,Fruit,117,2.41,281.97,0,lb,2025-09-10,1.99,2.3
13-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,144,2.12,305.4,1,lb,2025-09-13,1.95,2.3
14-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,104,2.41,250.64,0,lb,2025-09-14,1.95,1.95
15-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,83,2.41,200.03,0,lb,2025-09-15,1.95,1.95
16-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,106,2.41,255.46,0,lb,2025-09-16,1.95,1.95
17-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,65,2.41,156.65,0,lb,2025-09-17,2.16,2.76
18-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,114,2.41,274.74,0,lb,2025-09-18,2.16,2.76
19-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,98,2.41,236.18,0,lb,2025-09-19,2.16,2.76
20-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,140,2.41,337.4,0,lb,2025-09-20,2.16,1.91
21-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,81,2.41,195.21,0,lb,2025-09-21,2.3,1.91
22-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,45,2.41,108.45,0,lb,2025-09-22,2.3,1.91
23-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,98,2.41,236.18,0,lb,2025-09-23,2.3,1.91
24-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,65,2.41,156.65,0,lb,2025-09-24,1.98,2.52
25-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,145,2.12,307.52,1,lb,2025-09-25,1.98,2.52
26-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,79,2.41,190.39,0,lb,2025-09-26,1.98,2.52
27-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,115,2.41,277.15,0,lb,2025-09-27,1.82,2.52
28-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,83,2.41,200.03,0,lb,2025-09-28,1.82,2.75
29-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,109,2.41,262.69,0,lb,2025-09-29,1.82,2.75
30-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,93,2.41,224.13,0,lb,2025-09-30,1.82,2.75
10-01-2025,Giant_Store_001,1000,Apple_Gala,Fruit,75,2.41,180.75,0,lb,2025-10-01,2.04,2.75
10-02-2025,Giant_Store_001,1000,Apple_Gala,Fruit,100,2.41,241.0,0,lb,2025-10-02,2.04,1.63
10-03-2025,Giant_Store_001,1000,Apple_Gala,Fruit,118,2.41,284.38,0,lb,2025-10-03,2.04,1.63
10-04-2025,Giant_Store_001,1000,Apple_Gala,Fruit,114,2.41,274.74,0,lb,2025-10-04,2.04,1.63
10-05-2025,Giant_Store_001,1000,Apple_Gala,Fruit,101,2.41,243.41,0,lb,2025-10-05,2.19,1.63
10-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,132,2.41,318.12,0,lb,2025-10-06,2.19,2.43
10-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,115,2.41,277.15,0,lb,2025-10-07,2.19,2.43
10-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,117,2.41,281.97,0,lb,2025-10-08,2.19,2.43
10-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,83,2.41,200.03,0,lb,2025-10-09,2.19,2.13
10-10-2025,Giant_Store_001,1000,Apple_Gala,Fruit,90,2.41,216.9,0,lb,2025-10-10,2.19,2.13
13-10-2025,Giant_Store_001,1000,Apple_Gala,Fruit,114,2.41,274.74,0,lb,2025-10-13,2.19,2.13
11-01-2025,Giant_Store_001,1000,Apple_Gala,Fruit,101,2.41,243.41,0,lb,2025-11-01,2.07,2.13
11-02-2025,Giant_Store_001,1000,Apple_Gala,Fruit,118,2.41,284.38,0,lb,2025-11-02,2.07,1.52
11-03-2025,Giant_Store_001,1000,Apple_Gala,Fruit,99,2.41,238.59,0,lb,2025-11-03,2.07,1.52
11-04-2025,Giant_Store_001,1000,Apple_Gala,Fruit,59,2.41,142.19,0,lb,2025-11-04,2.29,1.52
11-05-2025,Giant_Store_001,1000,Apple_Gala,Fruit,143,2.41,344.63,0,lb,2025-11-05,2.29,1.63
11-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,90,2.41,216.9,0,lb,2025-11-06,2.29,1.63
11-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,66,2.41,159.06,0,lb,2025-11-07,2.29,1.63
11-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,91,2.41,219.31,0,lb,2025-11-08,1.91,1.63
11-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,110,2.41,265.1,0,lb,2025-11-09,1.91,1.53
11-10-2025,Giant_Store_001,1000,Apple_Gala,Fruit,115,2.41,277.15,0,lb,2025-11-10,1.91,1.53
12-01-2025,Giant_Store_001,1000,Apple_Gala,Fruit,86,2.41,207.26,0,lb,2025-12-01,1.91,1.53
12-02-2025,Giant_Store_001,1000,Apple_Gala,Fruit,112,2.12,237.53,1,lb,2025-12-02,2.02,2.07
12-03-2025,Giant_Store_001,1000,Apple_Gala,Fruit,65,2.41,156.65,0,lb,2025-12-03,2.02,2.07
12-04-2025,Giant_Store_001,1000,Apple_Gala,Fruit,125,2.41,301.25,0,lb,2025-12-04,2.02,2.07
12-05-2025,Giant_Store_001,1000,Apple_Gala,Fruit,94,2.41,226.54,0,lb,2025-12-05,2.02,2.07
12-06-2025,Giant_Store_001,1000,Apple_Gala,Fruit,136,2.41,327.76,0,lb,2025-12-06,2.04,2.17
12-07-2025,Giant_Store_001,1000,Apple_Gala,Fruit,155,2.41,373.55,0,lb,2025-12-07,2.04,2.17
12-08-2025,Giant_Store_001,1000,Apple_Gala,Fruit,120,2.41,289.2,0,lb,2025-12-08,2.04,2.17
12-09-2025,Giant_Store_001,1000,Apple_Gala,Fruit,102,2.41,245.82,0,lb,2025-12-09,1.86,2.17
12-10-2025,Giant_Store_001,1000,Apple_Gala,Fruit,109,2.41,262.69,0,lb,2025-12-10,1.86,2.67
01-11-2024,Giant_Store_001,1001,Banana,Fruit,97,1.74,168.78,0,lb,2024-01-11,1.77,1.43
01-12-2024,Giant_Store_001,1001,Banana,Fruit,144,1.74,250.56,0,lb,2024-01-12,1.77,1.43
02-11-2024,Giant_Store_001,1001,Banana,Fruit,129,1.74,224.46,0,lb,2024-02-11,1.77,1.43
02-12-2024,Giant_Store_001,1001,Banana,Fruit,101,1.74,175.74,0,lb,2024-02-12,1.77,1.29
03-11-2024,Giant_Store_001,1001,Banana,Fruit,145,1.74,252.3,0,lb,2024-03-11,1.51,1.29
03-12-2024,Giant_Store_001,1001,Banana,Fruit,156,1.74,271.44,0,lb,2024-03-12,1.51,1.29
04-11-2024,Giant_Store_001,1001,Banana,Fruit,84,1.74,146.16,0,lb,2024-04-11,1.51,1.29
04-12-2024,Giant_Store_001,1001,Banana,Fruit,144,1.74,250.56,0,lb,2024-04-12,1.8,1.3
05-11-2024,Giant_Store_001,1001,Banana,Fruit,108,1.74,187.92,0,lb,2024-05-11,1.8,1.3
05-12-2024,Giant_Store_001,1001,Banana,Fruit,96,1.74,167.04,0,lb,2024-05-12,1.8,1.3
06-11-2024,Giant_Store_001,1001,Banana,Fruit,128,1.74,222.72,0,lb,2024-06-11,1.8,1.4
06-12-2024,Giant_Store_001,1001,Banana,Fruit,130,1.74,226.2,0,lb,2024-06-12,1.7,1.4
07-11-2024,Giant_Store_001,1001,Banana,Fruit,132,1.74,229.68,0,lb,2024-07-11,1.7,1.4
07-12-2024,Giant_Store_001,1001,Banana,Fruit,123,1.74,214.02,0,lb,2024-07-12,1.7,1.4
08-11-2024,Giant_Store_001,1001,Banana,Fruit,91,1.74,158.34,0,lb,2024-08-11,1.7,1.3
08-12-2024,Giant_Store_001,1001,Banana,Fruit,144,1.74,250.56,0,lb,2024-08-12,1.86,1.3
09-11-2024,Giant_Store_001,1001,Banana,Fruit,185,1.74,321.9,0,lb,2024-09-11,1.86,1.3
09-12-2024,Giant_Store_001,1001,Banana,Fruit,149,1.74,259.26,0,lb,2024-09-12,1.86,2.18
10-11-2024,Giant_Store_001,1001,Banana,Fruit,166,1.74,288.84,0,lb,2024-10-11,1.86,2.18
10-12-2024,Giant_Store_001,1001,Banana,Fruit,124,1.74,215.76,0,lb,2024-10-12,1.69,2.18
14-10-2024,Giant_Store_001,1001,Banana,Fruit,113,1.74,196.62,0,lb,2024-10-14,1.69,2.18
15-10-2024,Giant_Store_001,1001,Banana,Fruit,105,1.74,182.7,0,lb,2024-10-15,1.69,1.47
16-10-2024,Giant_Store_001,1001,Banana,Fruit,131,1.74,227.94,0,lb,2024-10-16,1.76,1.47
17-10-2024,Giant_Store_001,1001,Banana,Fruit,111,1.74,193.14,0,lb,2024-10-17,1.76,1.47
18-10-2024,Giant_Store_001,1001,Banana,Fruit,82,1.74,142.68,0,lb,2024-10-18,1.76,1.47
19-10-2024,Giant_Store_001,1001,Banana,Fruit,162,1.74,281.88,0,lb,2024-10-19,1.79,1.4
20-10-2024,Giant_Store_001,1001,Banana,Fruit,143,1.74,248.82,0,lb,2024-10-20,1.79,1.4
21-10-2024,Giant_Store_001,1001,Banana,Fruit,135,1.74,234.9,0,lb,2024-10-21,1.79,1.4
22-10-2024,Giant_Store_001,1001,Banana,Fruit,119,1.74,207.06,0,lb,2024-10-22,1.86,1.4
23-10-2024,Giant_Store_001,1001,Banana,Fruit,105,1.74,182.7,0,lb,2024-10-23,1.86,1.57
24-10-2024,Giant_Store_001,1001,Banana,Fruit,89,1.74,154.86,0,lb,2024-10-24,1.86,1.57
25-10-2024,Giant_Store_001,1001,Banana,Fruit,138,1.74,240.12,0,lb,2024-10-25,1.99,1.57
26-10-2024,Giant_Store_001,1001,Banana,Fruit,157,1.74,273.18,0,lb,2024-10-26,1.99,1.57
27-10-2024,Giant_Store_001,1001,Banana,Fruit,146,1.74,254.04,0,lb,2024-10-27,1.99,1.55
28-10-2024,Giant_Store_001,1001,Banana,Fruit,128,1.74,222.72,0,lb,2024-10-28,1.99,1.55
29-10-2024,Giant_Store_001,1001,Banana,Fruit,81,1.74,140.94,0,lb,2024-10-29,1.84,1.55
30-10-2024,Giant_Store_001,1001,Banana,Fruit,133,1.74,231.42,0,lb,2024-10-30,1.84,2.21
31-10-2024,Giant_Store_001,1001,Banana,Fruit,134,1.74,233.16,0,lb,2024-10-31,1.84,2.21
11-11-2024,Giant_Store_001,1001,Banana,Fruit,134,1.74,233.16,0,lb,2024-11-11,1.87,2.21
11-12-2024,Giant_Store_001,1001,Banana,Fruit,136,1.74,236.64,0,lb,2024-11-12,1.87,2.21
13-11-2024,Giant_Store_001,1001,Banana,Fruit,186,1.53,284.8,1,lb,2024-11-13,1.87,1.23
14-11-2024,Giant_Store_001,1001,Banana,Fruit,147,1.74,255.78,0,lb,2024-11-14,1.85,1.23
15-11-2024,Giant_Store_001,1001,Banana,Fruit,110,1.74,191.4,0,lb,2024-11-15,1.85,1.23
16-11-2024,Giant_Store_001,1001,Banana,Fruit,116,1.74,201.84,0,lb,2024-11-16,1.85,1.3
17-11-2024,Giant_Store_001,1001,Banana,Fruit,116,1.74,201.84,0,lb,2024-11-17,1.85,1.3
18-11-2024,Giant_Store_001,1001,Banana,Fruit,109,1.74,189.66,0,lb,2024-11-18,1.94,1.3
19-11-2024,Giant_Store_001,1001,Banana,Fruit,156,1.74,271.44,0,lb,2024-11-19,1.94,1.3
20-11-2024,Giant_Store_001,1001,Banana,Fruit,139,1.74,241.86,0,lb,2024-11-20,1.94,1.44
21-11-2024,Giant_Store_001,1001,Banana,Fruit,101,1.74,175.74,0,lb,2024-11-21,1.94,1.44
22-11-2024,Giant_Store_001,1001,Banana,Fruit,113,1.74,196.62,0,lb,2024-11-22,1.87,1.44
23-11-2024,Giant_Store_001,1001,Banana,Fruit,179,1.53,274.08,1,lb,2024-11-23,1.87,1.53
24-11-2024,Giant_Store_001,1001,Banana,Fruit,159,1.74,276.66,0,lb,2024-11-24,1.87,1.53
25-11-2024,Giant_Store_001,1001,Banana,Fruit,108,1.74,187.92,0,lb,2024-11-25,1.87,1.53
26-11-2024,Giant_Store_001,1001,Banana,Fruit,108,1.74,187.92,0,lb,2024-11-26,1.62,1.53
27-11-2024,Giant_Store_001,1001,Banana,Fruit,122,1.74,212.28,0,lb,2024-11-27,1.62,2.19
28-11-2024,Giant_Store_001,1001,Banana,Fruit,75,1.74,130.5,0,lb,2024-11-28,1.62,2.19
29-11-2024,Giant_Store_001,1001,Banana,Fruit,108,1.74,187.92,0,lb,2024-11-29,1.87,2.19
30-11-2024,Giant_Store_001,1001,Banana,Fruit,144,1.74,250.56,0,lb,2024-11-30,1.87,1.83
12-11-2024,Giant_Store_001,1001,Banana,Fruit,110,1.74,191.4,0,lb,2024-12-11,1.87,1.83
12-12-2024,Giant_Store_001,1001,Banana,Fruit,111,1.74,193.14,0,lb,2024-12-12,1.87,1.83
13-12-2024,Giant_Store_001,1001,Banana,Fruit,111,1.74,193.14,0,lb,2024-12-13,1.57,1.83
14-12-2024,Giant_Store_001,1001,Banana,Fruit,131,1.74,227.94,0,lb,2024-12-14,1.57,2.09
15-12-2024,Giant_Store_001,1001,Banana,Fruit,141,1.74,245.34,0,lb,2024-12-15,1.57,2.09
16-12-2024,Giant_Store_001,1001,Banana,Fruit,116,1.53,177.62,1,lb,2024-12-16,1.57,2.09
17-12-2024,Giant_Store_001,1001,Banana,Fruit,163,1.74,283.62,0,lb,2024-12-17,1.71,2.09
18-12-2024,Giant_Store_001,1001,Banana,Fruit,94,1.74,163.56,0,lb,2024-12-18,1.71,2.18
19-12-2024,Giant_Store_001,1001,Banana,Fruit,123,1.74,214.02,0,lb,2024-12-19,1.71,2.18
20-12-2024,Giant_Store_001,1001,Banana,Fruit,124,1.74,215.76,0,lb,2024-12-20,1.71,2.18
21-12-2024,Giant_Store_001,1001,Banana,Fruit,214,1.53,327.68,1,lb,2024-12-21,1.61,2.18
22-12-2024,Giant_Store_001,1001,Banana,Fruit,193,1.74,335.82,0,lb,2024-12-22,1.61,1.62
23-12-2024,Giant_Store_001,1001,Banana,Fruit,117,1.74,203.58,0,lb,2024-12-23,1.61,1.62
24-12-2024,Giant_Store_001,1001,Banana,Fruit,93,1.74,161.82,0,lb,2024-12-24,1.5,1.62
25-12-2024,Giant_Store_001,1001,Banana,Fruit,165,1.74,287.1,0,lb,2024-12-25,1.5,1.62
26-12-2024,Giant_Store_001,1001,Banana,Fruit,69,1.74,120.06,0,lb,2024-12-26,1.5,1.41
27-12-2024,Giant_Store_001,1001,Banana,Fruit,85,1.74,147.9,0,lb,2024-12-27,1.5,1.41
28-12-2024,Giant_Store_001,1001,Banana,Fruit,189,1.74,328.86,0,lb,2024-12-28,1.52,1.41
29-12-2024,Giant_Store_001,1001,Banana,Fruit,150,1.74,261.0,0,lb,2024-12-29,1.52,1.43
30-12-2024,Giant_Store_001,1001,Banana,Fruit,131,1.74,227.94,0,lb,2024-12-30,1.52,1.43
31-12-2024,Giant_Store_001,1001,Banana,Fruit,107,1.74,186.18,0,lb,2024-12-31,1.52,1.43
01-01-2025,Giant_Store_001,1001,Banana,Fruit,102,1.74,177.48,0,lb,2025-01-01,1.49,2.21
01-02-2025,Giant_Store_001,1001,Banana,Fruit,134,1.74,233.16,0,lb,2025-01-02,1.49,2.21
01-03-2025,Giant_Store_001,1001,Banana,Fruit,151,1.74,262.74,0,lb,2025-01-03,1.49,2.21
01-04-2025,Giant_Store_001,1001,Banana,Fruit,99,1.74,172.26,0,lb,2025-01-04,1.49,1.41
01-05-2025,Giant_Store_001,1001,Banana,Fruit,123,1.74,214.02,0,lb,2025-01-05,1.8,1.41
01-06-2025,Giant_Store_001,1001,Banana,Fruit,190,1.74,330.6,0,lb,2025-01-06,1.8,1.41
01-07-2025,Giant_Store_001,1001,Banana,Fruit,127,1.74,220.98,0,lb,2025-01-07,1.8,1.41
01-08-2025,Giant_Store_001,1001,Banana,Fruit,100,1.74,174.0,0,lb,2025-01-08,1.8,1.4
01-09-2025,Giant_Store_001,1001,Banana,Fruit,113,1.53,173.03,1,lb,2025-01-09,1.95,1.4
